Post_oldid,Real_ID,date,COVID_Post,RiskFactor_2_CTA,SocialDisparities_3_CTA,Debunk_4_CTA,UncertaintyReduction_5_CTA,Testing_6_CTA,Vaccine_7_CTA,Mental_8_YesNo,Emotion_9_Number,Praise_10_Number,Pop_11_Number,Language_12_Number,Action_13_CTA,Positive_14a_Number,Negative_14b_Number,Individual_14c_Number,Collective_14d_Number,State_ recode,Gov_poli,Trifecta,White_percent,minority_percent,Poverty_percent,ProspertiyRanking,year,month,day,state,cases
4565,3687,10/27/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,27,DE,81
4566,1382,7/2/20,1,3,88,3,3,88,88,0,0,0,0,0,3,1,0,0,1,3,1,1,72,28,16,50,2020,7,2,AR,878
4569,792,3/16/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,3,16,AK,2
4570,1383,7/26/20,1,88,88,88,6,88,88,0,0,0,1,0,6,0,0,0,0,3,1,1,72,28,16,50,2020,7,26,AR,642
4571,793,12/27/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,27,AK,300
4574,3688,11/3/20,1,7,88,88,7,88,88,0,0,0,0,0,7,1,0,1,0,8,2,2,61.7,38.3,11.2,20,2020,11,3,DE,115
4575,3689,10/28/20,1,7,88,88,7,88,88,0,0,0,0,0,7,1,0,1,0,8,2,2,61.7,38.3,11.2,20,2020,10,28,DE,143
4576,3690,11/2/20,1,7,88,88,7,88,88,0,0,0,0,0,7,1,0,1,0,8,2,2,61.7,38.3,11.2,20,2020,11,2,DE,185
4578,2973,8/20/20,1,2,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,8,20,CO,342
4579,1839,8/28/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,8,28,AZ,522
4580,1840,6/18/20,1,2,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,6,18,AZ,2572
4582,2974,11/30/20,1,3,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,30,CO,4445
4583,2975,12/30/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,30,CO,2568
4584,2976,9/11/20,1,4,88,88,4,4,88,0,0,0,0,0,4,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,9,11,CO,305
4585,4712,7/4/20,1,6,88,88,6,88,88,0,0,0,0,0,6,1,0,0,1,10,1,1,52,48,13.5,37,2020,7,4,GA,2513
4586,4109,9/5/20,1,5,88,88,5,88,88,0,0,0,0,0,5,1,0,0,1,9,1,1,53.2,46.8,12.7,31,2020,9,5,FL,3656
4587,1384,10/12/20,1,6,88,88,6,88,88,0,0,0,0,0,6,2,0,1,1,3,1,1,72,28,16,50,2020,10,12,AR,654
4588,2423,11/8/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,1,0,5,2,2,36.5,63.5,11.8,25,2020,11,8,CA,6040
4589,5795,12/5/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,0,1,1,38,2,3,75.7,24.3,12,22,2020,12,5,PA,11374
4590,6100,12/24/20,1,4,88,88,4,4,88,0,0,0,0,0,4,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,24,SD,506
4591,2424,6/11/20,1,88,88,88,1,88,88,0,1,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,6,11,CA,3570
4593,1385,11/30/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,11,30,AR,1112
4594,1386,11/23/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,11,23,AR,1017
4598,236,10/29/20,1,88,88,0,1,88,88,0,0,0,0,0,1,6,0,6,0,1,1,1,65.3,34.7,15.6,44,2020,10,29,AL,1443
4599,237,10/29/20,1,88,88,0,1,88,88,0,0,0,0,0,1,6,0,6,0,1,1,1,65.3,34.7,15.6,44,2020,10,29,AL,1443
4600,5624,12/19/20,1,3,88,0,3,3,88,0,0,0,0,0,3,1,0,0,1,36,1,1,65,35,15.1,47,2020,12,19,OK,4108
4601,1387,4/23/20,1,88,88,0,2,88,88,0,0,0,2,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,4,23,AR,207
4602,2977,3/15/20,1,88,88,0,1,88,88,0,0,0,0,0,1,2,0,0,2,6,2,2,67.7,32.3,9.4,11,2020,3,15,CO,33
4603,2978,3/13/20,1,88,88,0,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,13,CO,29
4604,794,10/18/20,1,88,88,0,1,88,88,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,18,AK,224
4605,5933,12/10/20,1,88,88,0,5,88,88,0,0,0,0,0,5,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,10,RI,948
4606,6781,12/11/20,1,6,88,88,6,6,88,0,0,0,0,0,6,1,0,0,1,49,2,3,80.9,16.3,10.4,10,2020,12,11,WI,4478
4607,5412,12/5/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,5,NH,448
4608,6782,12/9/20,1,4,88,88,4,4,88,0,0,0,1,0,4,0,0,0,0,49,2,3,80.9,16.3,10.4,10,2020,12,9,WI,4171
4609,1388,3/30/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,3,30,AR,59
4610,3691,3/18/20,1,88,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,18,DE,10
4611,1389,8/24/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,8,24,AR,320
4612,1390,11/17/20,1,3,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,3,1,1,72,28,16,50,2020,11,17,AR,1554
4613,2979,11/14/20,1,3,88,88,3,3,88,0,0,0,0,1,3,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,14,CO,4698
4614,795,10/20/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,20,AK,211
4615,1391,3/26/20,1,88,88,88,4,4,88,0,0,0,2,0,4,0,0,0,0,3,1,1,72,28,16,50,2020,3,26,AR,43
4618,5625,12/29/20,1,2,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,36,1,1,65,35,15.1,47,2020,12,29,OK,1194
4619,5413,12/16/20,1,88,88,1,1,88,88,0,0,0,1,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,16,NH,888
4620,1841,3/9/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,3,9,AZ,1
4621,4110,7/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,0,2,9,1,1,53.2,46.8,12.7,31,2020,7,17,FL,11466
4622,796,10/26/20,1,6,88,88,6,88,88,0,0,0,0,0,6,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,10,26,AK,348
4623,6783,12/10/20,1,4,88,88,4,4,88,0,0,0,0,0,4,0,0,0,0,49,2,3,80.9,16.3,10.4,10,2020,12,10,WI,4709
4624,238,7/17/20,1,4,88,88,4,4,88,0,0,0,0,0,4,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,7,17,AL,2003
4625,6101,12/4/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,4,SD,1050
4626,1392,7/15/20,1,0,88,0,0,88,88,0,0,0,0,0,0,0,0,0,0,3,1,1,72,28,16,50,2020,7,15,AR,564
4627,1393,7/23/20,1,3,88,3,3,88,88,0,0,0,0,0,3,1,0,1,0,3,1,1,72,28,16,50,2020,7,23,AR,1013
4628,6102,11/24/20,1,6,88,6,6,88,88,0,0,0,0,0,6,5,0,5,0,41,1,1,81.5,18.5,11.9,26,2020,11,24,SD,1011
4629,1394,7/16/20,1,1,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,3,1,1,72,28,16,50,2020,7,16,AR,817
4630,1395,7/10/20,1,1,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,3,1,1,72,28,16,50,2020,7,10,AR,751
4631,1396,8/22/20,1,1,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,3,1,1,72,28,16,50,2020,8,22,AR,547
4632,1397,10/1/20,1,1,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,3,1,1,72,28,16,50,2020,10,1,AR,1124
4633,1398,7/30/20,1,1,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,3,1,1,72,28,16,50,2020,7,30,AR,791
4634,3446,7/28/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,7,28,CT,94
4635,2980,10/22/20,1,1,88,88,1,88,88,0,0,0,0,1,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,22,CO,1394
4638,1842,1/31/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,1,31,AZ,0
4639,2981,12/5/20,1,4,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,12,5,CO,5164
4640,4919,12/29/20,1,1,88,1,1,88,88,0,0,0,0,0,1,1,0,0,1,13,2,2,60.8,39.2,11.4,21,2020,12,29,IL,5720
4641,2982,10/19/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,19,CO,924
4642,6349,12/19/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,46,2,1,61.2,38.8,9.9,19,2020,12,19,VA,3584
4643,4111,9/20/20,1,4,88,88,4,88,88,0,0,0,0,0,4,2,0,1,1,9,1,1,53.2,46.8,12.7,31,2020,9,20,FL,2521
4644,4112,9/17/20,1,4,88,88,4,88,88,0,0,0,0,0,4,2,0,1,1,9,1,1,53.2,46.8,12.7,31,2020,9,17,FL,3255
4645,4113,9/13/20,1,4,88,88,4,88,88,0,0,0,0,0,4,2,0,1,1,9,1,1,53.2,46.8,12.7,31,2020,9,13,FL,2423
4646,4114,9/10/20,1,4,88,88,4,88,88,0,0,0,0,0,4,2,0,1,1,9,1,1,53.2,46.8,12.7,31,2020,9,10,FL,2583
4647,4115,9/7/20,1,4,88,88,4,88,88,0,0,0,0,0,4,2,0,1,1,9,1,1,53.2,46.8,12.7,31,2020,9,7,FL,1838
4648,1399,11/11/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,11,11,AR,1962
4649,6423,12/30/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,30,WA,1763
4650,6424,12/29/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,29,WA,2145
4651,6425,12/9/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,9,WA,3185
4652,6426,12/5/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,5,WA,1321
4656,6427,12/27/20,1,88,88,88,1,88,88,1,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,27,WA,273
4665,4116,11/1/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,11,1,FL,4865
4666,4117,10/29/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,29,FL,4198
4667,4118,10/26/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,26,FL,3377
4668,4119,10/24/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,24,FL,4471
4669,4120,10/21/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,21,FL,2144
4671,6428,12/8/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,8,WA,3320
4672,5934,12/26/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,26,RI,0
4674,5796,12/14/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,14,PA,9516
4675,2425,6/9/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,6,9,CA,2958
4676,2426,6/5/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,6,5,CA,3593
4677,5680,12/22/20,1,8,88,88,8,88,88,0,0,0,0,0,8,2,1,2,1,37,2,2,75.1,24.9,11.5,24,2020,12,22,OR,1211
4678,1400,6/11/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,6,11,AR,448
4679,5626,12/1/20,1,2,88,88,2,88,88,0,0,0,0,0,2,4,0,0,4,36,1,1,65,35,15.1,47,2020,12,1,OK,1737
4680,1401,10/30/20,1,1,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,3,1,1,72,28,16,50,2020,10,30,AR,1162
4681,1402,10/19/20,1,1,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,3,1,1,72,28,16,50,2020,10,19,AR,531
4682,1403,10/20/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,3,1,1,72,28,16,50,2020,10,20,AR,844
4683,3692,5/14/20,1,3,88,88,3,88,88,0,0,0,0,0,3,2,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,5,14,DE,271
4685,5553,12/17/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,33,2,1,62.6,37.4,13.6,27,2020,12,17,NC,5111
4688,2983,3/11/20,1,2,88,88,2,88,88,0,0,0,1,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,11,CO,17
4689,797,12/16/20,1,88,88,3,3,88,3,0,0,0,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,16,AK,611
4690,5797,12/30/20,1,88,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,30,PA,8627
4691,3693,8/9/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,8,9,DE,73
4692,3694,10/23/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,23,DE,159
4693,239,11/25/20,1,4,88,88,4,88,88,0,0,0,0,0,4,3,0,0,3,1,1,1,65.3,34.7,15.6,44,2020,11,25,AL,2453
4694,2984,3/14/20,1,88,88,88,3,3,88,0,0,0,0,1,3,3,0,1,2,6,2,2,67.7,32.3,9.4,11,2020,3,14,CO,25
4695,3695,6/28/20,1,5,88,88,5,88,88,0,0,0,0,0,5,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,6,28,DE,135
4696,3696,5/30/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,5,30,DE,186
4697,5301,12/18/20,1,88,88,88,8,88,88,0,0,0,0,0,1,0,0,0,0,24,1,1,56.4,43.6,8.9,51,2020,12,18,MS,2507
4698,5798,12/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,2,PA,8654
4700,240,11/3/20,1,1,88,88,1,88,88,0,0,0,0,0,1,4,0,1,3,1,1,1,65.3,34.7,15.6,44,2020,11,3,AL,1037
4701,5799,12/2/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,0,0,2,38,2,3,75.7,24.3,12,22,2020,12,2,PA,8654
4702,4713,6/18/20,1,6,88,88,6,88,88,0,0,0,0,0,6,2,0,1,1,10,1,1,52,48,13.5,37,2020,6,18,GA,823
4703,3697,11/6/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,6,DE,282
4704,6612,12/3/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,3,WV,1120
4707,3698,11/23/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,23,DE,403
4708,4714,8/31/20,1,88,88,88,1,88,1,0,0,0,0,0,1,2,0,0,2,10,1,1,52,48,13.5,37,2020,8,31,GA,1425
4710,798,3/13/20,1,88,88,88,11,88,88,0,0,0,0,0,11,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,3,13,AK,0
4714,5681,12/13/20,1,3,88,4,3,88,88,0,0,0,0,0,3,0,0,0,0,37,2,2,75.1,24.9,11.5,24,2020,12,13,OR,1014
4716,2427,12/23/20,1,4,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,12,23,CA,44757
4719,4121,10/30/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,30,FL,5592
4720,4122,10/28/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,28,FL,4115
4721,4123,10/24/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,24,FL,4471
4722,4124,10/21/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,10,21,FL,2144
4724,3699,10/30/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,30,DE,198
4725,3700,10/20/20,1,1,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,10,20,DE,129
4726,4920,12/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,28,IL,4731
4727,4921,12/12/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,12,IL,8660
4731,799,10/22/20,1,5,88,88,5,88,88,0,0,0,0,0,5,2,0,1,1,2,1,3,60.2,39.8,10.2,39,2020,10,22,AK,231
4732,5414,12/9/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,29,1,1,89.8,10.2,7.5,4,2020,12,9,NH,969
4733,1843,4/30/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,4,30,AZ,446
4734,4715,11/23/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,10,1,1,52,48,13.5,37,2020,11,23,GA,1962
4735,4716,11/22/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,10,1,1,52,48,13.5,37,2020,11,22,GA,2267
4736,4717,11/21/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,10,1,1,52,48,13.5,37,2020,11,21,GA,5928
4737,3701,11/6/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,6,DE,282
4738,2985,9/25/20,1,88,7,88,7,88,88,0,0,0,0,0,7,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,9,25,CO,761
4739,2986,3/14/20,1,88,88,88,1,1,88,0,0,0,0,1,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,14,CO,25
4741,1844,6/19/20,1,88,88,88,3,88,88,0,0,0,0,0,3,3,0,1,2,4,1,1,54.1,45.9,13.5,40,2020,6,19,AZ,3183
4742,2987,11/18/20,1,88,88,2,2,88,88,0,0,0,0,0,2,1,0,1,0,6,2,2,67.7,32.3,9.4,11,2020,11,18,CO,5004
4743,1845,6/18/20,1,88,88,88,0,88,88,0,0,0,0,0,0,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,6,18,AZ,2572
4750,241,10/29/20,1,1,1,88,1,88,88,0,0,0,0,0,1,1,0,0,1,1,1,1,65.3,34.7,15.6,44,2020,10,29,AL,1443
4751,2428,11/3/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,1,0,5,2,2,36.5,63.5,11.8,25,2020,11,3,CA,5242
4752,3702,7/19/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,7,19,DE,90
4753,3703,6/4/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,6,4,DE,34
4754,2988,5/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,28,CO,341
4755,3704,3/18/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,18,DE,10
4756,242,5/9/20,1,88,88,88,3,88,88,0,0,0,0,1,3,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,5,9,AL,283
4758,3705,11/5/20,1,88,88,88,0,88,88,0,1,0,2,0,0,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,5,DE,219
4759,4718,7/2/20,1,6,88,88,6,88,88,0,0,0,0,0,6,3,0,1,2,10,1,1,52,48,13.5,37,2020,7,2,GA,2886
4761,243,2/4/20,1,5,88,88,5,88,88,0,0,0,0,0,5,1,0,0,1,1,1,1,65.3,34.7,15.6,44,2020,2,4,AL,
4762,1846,5/9/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,5,9,AZ,434
4763,6350,12/17/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,46,2,1,61.2,38.8,9.9,19,2020,12,17,VA,3853
4764,800,11/10/20,1,88,88,88,2,88,88,0,0,1,3,0,2,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,11,10,AK,530
4765,3706,10/26/20,1,88,88,88,6,88,88,1,0,0,0,0,6,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,26,DE,207
4766,801,3/21/20,1,88,88,88,5,88,88,0,0,0,0,0,5,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,3,21,AK,7
4767,802,11/23/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,23,AK,499
4770,3707,10/8/20,1,88,88,88,1,88,88,0,0,0,2,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,8,DE,132
4771,2989,12/12/20,1,88,88,88,1,88,1,0,0,0,1,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,12,CO,3793
4773,1847,11/16/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,11,16,AZ,1656
4774,2990,12/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,17,CO,3594
4775,4844,12/10/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,10,ID,1675
4776,4845,12/3/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,3,ID,1632
4777,244,3/5/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,1,0,1,1,1,65.3,34.7,15.6,44,2020,3,5,AL,
4778,4846,12/17/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,17,ID,1390
4779,803,12/11/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,11,AK,627
4781,2991,12/26/20,1,88,88,0,0,88,0,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,26,CO,1540
4782,2992,6/4/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,6,4,CO,300
4783,3708,7/1/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,7,1,DE,36
4784,5068,12/3/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,16,2,3,75.4,24.6,11.3,30,2020,12,3,KS,632
4788,3709,8/21/20,1,88,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,8,21,DE,52
4789,3710,7/1/20,1,88,88,88,2,88,88,0,0,0,6,0,2,2,0,0,2,8,2,2,61.7,38.3,11.2,20,2020,7,1,DE,36
4793,3711,10/24/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,24,DE,160
4794,3712,11/21/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,21,DE,505
4795,3713,11/15/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,15,DE,408
4796,2993,7/7/20,1,88,88,88,1,88,88,0,0,0,0,1,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,7,7,CO,401
4797,2429,4/6/20,1,88,88,88,3,88,88,0,0,2,0,0,3,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,4,6,CA,1159
4798,1404,6/22/20,1,4,88,88,4,88,88,0,0,0,0,0,4,3,0,1,2,3,1,1,72,28,16,50,2020,6,22,AR,522
4800,2994,12/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,15,CO,3913
4801,5139,12/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,22,1,3,74.7,25.3,12.9,29,2020,12,24,MI,254
4802,5140,12/31/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,22,1,3,74.7,25.3,12.9,29,2020,12,31,MI,267
4803,804,12/3/20,1,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,3,AK,763
4804,3447,7/13/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,7,13,CT,223
4805,3714,3/12/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,12,DE,3
